sale_id,sale_date,store_id,product_id,units_demanded,units_sold,inventory_on_hand,units_ordered,unit_price,promotion_flag,stockout_flag,lead_time_days
34709,2023-09-11,5,52,19,16,16,18,62.95,0,1,10
34710,2023-09-11,8,128,10,10,20,12,45.9,0,0,3
34711,2023-09-11,20,115,24,19,19,26,27.13,0,1,7
34712,2023-09-11,4,60,13,13,24,19,25.24,1,0,7
34713,2023-09-11,18,80,36,30,30,25,25.36,0,1,5
34714,2023-09-11,3,131,26,26,33,21,23.13,0,0,3
34715,2023-09-11,17,97,9,9,14,15,67.27,0,0,5
34716,2023-09-11,8,135,8,8,10,11,64.88,0,0,2
34717,2023-09-11,16,86,23,23,38,32,24.83,0,0,10
34718,2023-09-11,8,54,8,8,17,11,68.86,0,0,3
34719,2023-09-11,17,85,15,15,19,15,129.11,1,0,10
34720,2023-09-11,5,135,14,14,15,15,64.88,0,0,5
34721,2023-09-11,19,83,33,33,46,31,17.27,0,0,7
34722,2023-09-11,4,34,8,6,6,9,123.2,0,1,4
34723,2023-09-11,13,12,25,25,32,25,5.42,0,0,10
34724,2023-09-11,10,12,29,28,28,39,5.42,0,1,10
34725,2023-09-11,10,49,12,7,7,6,315.6,0,1,2
34726,2023-09-11,16,101,19,19,22,31,24.31,0,0,2
34727,2023-09-11,19,73,23,23,42,42,28.86,1,0,10
34728,2023-09-11,18,53,19,19,31,21,33.74,0,0,2
34729,2023-09-11,9,39,3,3,4,5,529.7,0,0,2
34730,2023-09-11,4,93,1,1,8,6,232.25,0,0,3
34731,2023-09-11,1,98,11,11,28,18,97.17,0,0,10
34732,2023-09-11,18,96,14,14,21,11,104.9,0,0,7
34733,2023-09-11,10,43,11,11,12,8,214.85,0,0,5
34734,2023-09-11,2,147,7,7,17,10,51.8,0,0,5
34735,2023-09-11,18,40,7,7,8,9,334.04,0,0,7
34736,2023-09-11,20,6,36,34,34,40,7.0,0,1,5
34737,2023-09-11,3,123,35,35,37,37,14.33,0,0,5
34738,2023-09-11,12,87,7,6,6,8,226.25,0,1,10
34739,2023-09-11,15,122,13,13,21,10,48.66,0,0,2
34740,2023-09-11,9,2,27,27,30,35,7.19,0,0,2
34741,2023-09-11,2,119,17,17,21,16,21.71,0,0,5
34742,2023-09-11,12,26,11,7,7,10,176.9,0,1,5
34743,2023-09-11,5,75,18,9,9,16,54.26,0,1,7
34744,2023-09-11,2,12,34,28,28,30,5.42,0,1,10
34745,2023-09-11,12,114,17,12,12,15,32.89,0,1,5
34746,2023-09-11,6,137,20,20,31,19,44.92,0,0,4
34747,2023-09-11,20,65,20,19,19,24,46.58,0,1,4
34748,2023-09-11,10,92,9,9,12,7,222.13,0,0,2
34749,2023-09-11,11,44,0,0,4,3,650.26,0,0,10
34750,2023-09-11,3,91,6,6,10,12,218.18,0,0,10
34751,2023-09-11,20,15,46,46,49,41,4.59,0,0,10
34752,2023-09-11,14,133,19,19,20,15,56.26,0,0,4
34753,2023-09-11,12,116,21,20,20,18,15.55,0,1,4
34754,2023-09-11,3,74,21,21,34,21,31.16,0,0,7
34755,2023-09-11,4,42,7,7,7,6,129.34,0,0,2
34756,2023-09-11,18,97,15,15,15,16,67.27,0,0,5
34757,2023-09-11,15,73,9,9,16,15,33.95,0,0,2
34758,2023-09-11,16,83,37,31,31,53,14.68,1,1,2
34759,2023-09-11,3,48,7,4,4,5,694.43,0,1,5
34760,2023-09-11,13,27,2,2,4,4,526.9,0,0,4
34761,2023-09-11,17,95,27,10,10,18,66.05,1,1,2
34762,2023-09-11,8,114,16,16,21,18,32.89,0,0,10
34763,2023-09-11,5,30,8,5,5,6,478.98,0,1,7
34764,2023-09-11,3,143,22,22,26,17,46.86,0,0,2
34765,2023-09-11,1,13,26,26,61,40,8.6,0,0,5
34766,2023-09-11,16,136,18,18,42,28,49.04,1,0,2
34767,2023-09-11,3,141,28,28,28,21,35.9,0,0,10
34768,2023-09-11,10,130,4,4,14,15,52.54,0,0,2
34769,2023-09-11,20,57,17,17,28,17,86.86,0,0,7
34770,2023-09-11,19,81,7,7,19,10,164.72,0,0,3
34771,2023-09-11,12,125,5,5,20,17,50.01,0,0,5
34772,2023-09-11,9,25,24,24,24,22,14.08,0,0,10
34773,2023-09-11,8,90,9,9,15,10,191.13,0,0,7
34774,2023-09-11,2,21,19,14,14,22,12.61,0,1,10
34775,2023-09-11,5,143,23,23,30,29,39.83,1,0,4
34776,2023-09-11,19,150,25,25,36,31,56.66,1,0,5
34777,2023-09-11,17,104,10,10,11,14,36.93,0,0,4
34778,2023-09-11,8,82,2,2,13,8,118.83,0,0,2
34779,2023-09-11,11,40,5,5,6,4,334.04,0,0,7
34780,2023-09-11,14,22,37,37,63,38,11.96,0,0,3
34781,2023-09-11,20,16,40,40,41,42,9.01,0,0,3
34782,2023-09-11,19,20,31,31,31,40,14.31,0,0,3
34783,2023-09-11,11,70,14,8,8,15,32.8,0,1,3
34784,2023-09-11,18,3,51,51,63,68,7.33,1,0,10
34785,2023-09-11,15,39,2,2,7,3,529.7,0,0,7
34786,2023-09-11,11,109,14,8,8,14,33.6,0,1,7
34787,2023-09-11,4,9,21,21,33,16,11.76,0,0,5
34788,2023-09-11,4,62,14,14,18,13,51.82,0,0,3
34789,2023-09-11,20,41,7,7,16,9,213.95,0,0,10
34790,2023-09-11,10,58,21,21,24,22,15.48,0,0,7
34791,2023-09-11,2,96,8,8,10,9,104.9,0,0,5
34792,2023-09-11,8,50,5,4,4,7,631.28,1,1,2
34793,2023-09-11,1,11,71,51,51,57,2.04,0,1,10
34794,2023-09-11,14,101,10,10,27,30,24.31,0,0,5
34795,2023-09-11,1,22,40,28,28,41,11.96,0,1,7
34796,2023-09-11,8,25,25,3,3,21,14.08,0,1,2
34797,2023-09-11,3,18,61,61,78,79,2.25,0,0,3
34798,2023-09-11,6,75,18,9,9,22,54.26,0,1,10
34799,2023-09-12,16,47,7,7,21,13,149.72,0,0,5
34800,2023-09-12,3,32,4,4,9,5,690.52,0,0,10
34801,2023-09-12,9,42,8,8,16,10,129.34,0,0,5
34802,2023-09-12,16,43,9,9,9,9,214.85,0,0,5
34803,2023-09-12,2,138,9,3,3,13,45.98,0,1,10
34804,2023-09-12,1,1,34,34,55,57,5.42,0,0,5
34805,2023-09-12,2,11,33,33,46,34,2.04,0,0,7
34806,2023-09-12,3,115,23,18,18,27,27.13,0,1,3
34807,2023-09-12,5,112,17,17,28,22,55.64,0,0,3
34808,2023-09-12,17,4,38,38,49,33,11.21,1,0,3
34809,2023-09-12,15,121,13,13,13,12,29.32,0,0,3
34810,2023-09-12,3,121,25,25,28,22,29.32,0,0,2
34811,2023-09-12,10,119,16,14,14,16,21.71,0,1,7
34812,2023-09-12,18,32,7,3,3,7,690.52,0,1,4
34813,2023-09-12,15,7,17,17,34,22,8.88,0,0,3
34814,2023-09-12,1,149,27,27,28,29,20.82,0,0,2
34815,2023-09-12,5,125,9,9,25,15,50.01,0,0,5
34816,2023-09-12,17,7,32,15,15,25,8.88,0,1,7
34817,2023-09-12,16,123,45,45,97,57,12.18,1,0,2
34818,2023-09-12,14,103,50,30,30,58,9.64,1,1,4
34819,2023-09-12,1,126,17,17,40,21,27.25,0,0,5
34820,2023-09-12,8,50,4,4,6,6,631.28,1,0,10
34821,2023-09-12,4,65,13,5,5,14,46.58,0,1,10
34822,2023-09-12,17,54,18,18,28,21,58.53,1,0,10
34823,2023-09-12,20,73,20,20,31,25,33.95,0,0,4
34824,2023-09-12,9,37,4,4,5,4,534.01,0,0,3
34825,2023-09-12,10,135,11,11,21,12,64.88,0,0,3
34826,2023-09-12,11,43,8,8,8,7,214.85,0,0,2
34827,2023-09-12,5,48,3,3,11,5,694.43,0,0,3
34828,2023-09-12,20,45,17,17,20,15,59.46,0,0,7
34829,2023-09-12,18,130,15,15,30,19,52.54,0,0,4
34830,2023-09-12,20,110,20,20,25,16,44.57,0,0,5
34831,2023-09-12,15,58,17,17,27,15,15.48,0,0,2
34832,2023-09-12,20,147,25,25,30,19,51.8,0,0,4
34833,2023-09-12,4,18,16,16,41,44,2.25,0,0,4
34834,2023-09-12,16,52,12,12,19,19,62.95,0,0,7
34835,2023-09-12,19,111,17,17,17,27,15.84,0,0,4
34836,2023-09-12,5,144,33,20,20,17,52.24,0,1,3
34837,2023-09-12,13,32,3,3,9,5,586.94,1,0,5
34838,2023-09-12,11,95,9,9,16,7,77.7,0,0,4
34839,2023-09-12,4,129,17,17,18,14,33.7,0,0,4
34840,2023-09-12,8,123,23,21,21,26,14.33,0,1,2
34841,2023-09-12,7,32,10,8,8,5,690.52,0,1,10
34842,2023-09-12,19,99,6,6,19,21,67.39,0,0,5
34843,2023-09-12,9,25,23,23,33,28,14.08,0,0,5
34844,2023-09-12,1,86,18,18,21,30,24.83,0,0,7
34845,2023-09-12,8,89,9,9,19,9,189.35,1,0,10
34846,2023-09-12,10,66,26,16,16,28,10.75,0,1,4
34847,2023-09-12,16,32,5,5,8,8,690.52,0,0,7
34848,2023-09-12,7,76,18,18,24,17,64.5,0,0,5
34849,2023-09-12,9,30,3,3,9,5,478.98,0,0,2
34850,2023-09-12,9,68,9,9,14,16,50.47,0,0,3
34851,2023-09-12,12,50,7,7,8,6,631.28,1,0,2
34852,2023-09-12,20,96,10,10,17,14,104.9,0,0,2
34853,2023-09-12,3,139,15,15,15,22,34.46,0,0,10
34854,2023-09-12,2,128,9,9,15,10,45.9,0,0,7
34855,2023-09-12,5,45,14,9,9,21,59.46,0,1,2
34856,2023-09-12,19,47,21,14,14,15,149.72,0,1,10
34857,2023-09-12,14,30,13,7,7,6,478.98,0,1,5
34858,2023-09-12,14,119,23,23,45,24,21.71,0,0,3
34859,2023-09-12,16,83,31,31,38,36,17.27,0,0,10
34860,2023-09-12,10,4,17,17,24,22,13.19,0,0,3
34861,2023-09-12,11,112,12,12,17,10,55.64,0,0,4
34862,2023-09-12,14,8,29,29,42,38,10.84,0,0,10
34863,2023-09-12,10,71,16,9,9,10,66.28,0,1,7
34864,2023-09-12,7,30,10,10,10,9,478.98,0,0,2
34865,2023-09-12,16,9,30,30,37,29,11.76,0,0,10
34866,2023-09-12,9,137,12,12,21,13,44.92,0,0,5
34867,2023-09-12,16,85,13,9,9,14,151.89,0,1,7
34868,2023-09-12,17,27,5,4,4,5,526.9,0,1,3
34869,2023-09-12,20,142,24,16,16,21,25.19,0,1,2
34870,2023-09-12,3,140,15,15,24,15,63.63,0,0,2
34871,2023-09-12,4,71,7,7,7,12,66.28,0,0,3
34872,2023-09-12,15,19,36,36,45,51,4.34,1,0,5
34873,2023-09-12,2,74,6,6,9,11,31.16,0,0,2
34874,2023-09-12,16,38,8,8,14,8,384.28,0,0,2
34875,2023-09-12,3,106,21,21,25,22,48.25,0,0,2
34876,2023-09-12,12,124,14,14,15,14,41.51,0,0,7
34877,2023-09-12,1,49,6,6,9,8,315.6,0,0,7
34878,2023-09-12,1,101,20,20,34,23,24.31,0,0,3
34879,2023-09-12,6,89,6,6,17,11,222.77,0,0,5
34880,2023-09-12,9,55,21,21,36,27,14.57,0,0,3
34881,2023-09-12,13,2,15,15,16,29,7.19,0,0,2
34882,2023-09-12,8,8,24,24,35,22,10.84,0,0,3
34883,2023-09-12,12,26,10,10,11,10,176.9,0,0,2
34884,2023-09-12,8,117,15,12,12,13,42.25,0,1,4
34885,2023-09-12,17,128,13,13,17,12,45.9,0,0,4
34886,2023-09-12,18,59,13,9,9,24,42.3,0,1,10
34887,2023-09-12,6,13,42,42,58,42,8.6,0,0,4
34888,2023-09-12,18,79,23,7,7,24,36.69,0,1,2
34889,2023-09-12,16,117,21,21,31,21,42.25,0,0,2
34890,2023-09-12,18,91,10,10,14,9,218.18,0,0,4
34891,2023-09-12,1,28,11,11,11,9,372.16,0,0,4
34892,2023-09-12,7,118,33,33,50,30,30.85,1,0,4
34893,2023-09-12,10,13,12,12,32,23,8.6,0,0,4
34894,2023-09-12,2,82,7,7,10,6,118.83,0,0,5
34895,2023-09-12,10,112,21,16,16,12,55.64,0,1,4
34896,2023-09-12,16,122,17,17,25,24,48.66,0,0,5
34897,2023-09-12,13,3,25,25,27,19,8.62,0,0,10
34898,2023-09-12,7,86,24,24,27,29,24.83,0,0,2
34899,2023-09-12,14,120,30,30,39,31,32.61,1,0,5
34900,2023-09-12,8,30,1,1,4,6,478.98,0,0,5
34901,2023-09-12,15,109,11,11,26,13,33.6,0,0,10
34902,2023-09-12,20,89,8,8,8,12,222.77,0,0,7
34903,2023-09-12,1,125,19,18,18,15,50.01,0,1,3
34904,2023-09-12,6,42,10,10,15,13,129.34,0,0,5
34905,2023-09-12,19,122,14,14,18,23,48.66,0,0,5
34906,2023-09-12,19,42,9,9,11,15,129.34,0,0,3
34907,2023-09-12,3,33,15,15,18,18,201.63,1,0,7
34908,2023-09-12,12,58,23,23,26,26,15.48,0,0,2
34909,2023-09-12,4,112,4,4,7,11,55.64,0,0,7
34910,2023-09-12,4,14,17,17,38,32,5.88,0,0,4
34911,2023-09-12,10,146,25,25,39,22,17.35,0,0,3
34912,2023-09-12,20,9,24,24,52,43,11.76,0,0,2
34913,2023-09-12,20,6,36,36,37,51,7.0,0,0,5
34914,2023-09-12,16,104,10,10,20,23,36.93,0,0,7
34915,2023-09-12,14,59,21,16,16,18,42.3,0,1,3
34916,2023-09-12,9,107,23,23,26,30,11.36,0,0,10
34917,2023-09-12,16,116,26,26,30,33,15.55,0,0,3
34918,2023-09-12,1,123,31,31,51,37,14.33,0,0,10
34919,2023-09-12,6,59,21,21,34,19,42.3,0,0,7
34920,2023-09-12,20,65,15,15,16,18,46.58,0,0,10
34921,2023-09-12,6,72,23,23,25,18,52.32,0,0,10
34922,2023-09-12,1,120,21,21,36,17,38.37,0,0,4
34923,2023-09-12,4,145,14,8,8,12,27.82,0,1,2
34924,2023-09-12,7,138,31,31,45,31,39.08,1,0,10
34925,2023-09-12,5,137,29,29,36,27,38.18,1,0,3
34926,2023-09-12,6,131,27,27,40,22,23.13,0,0,3
34927,2023-09-12,16,60,26,26,38,22,29.7,0,0,10
34928,2023-09-12,20,75,20,14,14,21,54.26,0,1,10
34929,2023-09-12,2,136,6,5,5,8,57.69,0,1,5
34930,2023-09-12,1,67,14,8,8,15,89.69,0,1,3
34931,2023-09-12,17,138,15,15,19,17,45.98,0,0,4
34932,2023-09-12,18,119,21,21,25,29,21.71,0,0,2
34933,2023-09-12,16,99,12,12,15,19,67.39,0,0,5
34934,2023-09-12,17,79,17,17,30,21,31.19,1,0,2
34935,2023-09-12,13,130,6,6,15,11,52.54,0,0,5
34936,2023-09-13,7,23,30,17,17,38,14.31,0,1,4
34937,2023-09-13,19,147,25,25,29,16,51.8,0,0,3
34938,2023-09-13,19,97,15,15,22,14,67.27,0,0,2
34939,2023-09-13,8,107,18,18,34,25,11.36,0,0,10
34940,2023-09-13,16,3,31,31,42,45,8.62,0,0,7
34941,2023-09-13,5,97,16,16,37,23,57.18,1,0,2
34942,2023-09-13,18,144,24,24,27,15,52.24,0,0,7
34943,2023-09-13,5,100,9,9,15,15,92.14,0,0,7
34944,2023-09-13,3,138,16,16,28,16,45.98,0,0,4
34945,2023-09-13,18,22,27,27,53,29,11.96,0,0,10
34946,2023-09-13,9,59,10,10,24,15,42.3,0,0,2
34947,2023-09-13,11,150,8,8,15,11,66.66,0,0,5
34948,2023-09-13,19,137,14,14,35,23,44.92,0,0,3
34949,2023-09-13,19,47,17,15,15,17,127.26,1,1,4
34950,2023-09-13,14,44,2,2,3,8,650.26,0,0,2
34951,2023-09-13,1,108,49,24,24,50,16.16,1,1,2
34952,2023-09-13,8,142,16,7,7,16,25.19,0,1,7
34953,2023-09-13,10,73,15,15,21,15,33.95,0,0,5
34954,2023-09-13,7,145,24,24,48,30,23.65,1,0,5
34955,2023-09-13,18,57,11,11,13,19,86.86,0,0,3
34956,2023-09-13,19,52,13,13,23,19,62.95,0,0,3
34957,2023-09-13,9,56,7,7,9,13,83.55,0,0,7
34958,2023-09-13,8,21,34,19,19,24,12.61,0,1,3
34959,2023-09-13,2,38,7,6,6,5,384.28,0,1,7
34960,2023-09-13,15,81,3,3,7,7,164.72,0,0,5
34961,2023-09-13,8,22,24,24,30,26,11.96,0,0,4
34962,2023-09-13,15,82,10,10,13,9,118.83,0,0,10
34963,2023-09-13,10,102,15,15,21,15,58.96,0,0,3
34964,2023-09-13,13,59,5,5,24,10,42.3,0,0,10
34965,2023-09-13,14,23,26,26,38,40,14.31,0,0,3
34966,2023-09-13,18,93,11,11,11,12,232.25,0,0,5
34967,2023-09-13,18,66,27,27,32,41,10.75,0,0,2
34968,2023-09-13,16,41,10,10,11,11,213.95,0,0,3
34969,2023-09-13,5,87,4,4,9,10,226.25,0,0,4
34970,2023-09-13,12,10,30,30,36,43,3.45,0,0,2
34971,2023-09-13,6,20,31,31,35,39,14.31,0,0,2
34972,2023-09-13,9,123,24,24,27,21,14.33,0,0,7
34973,2023-09-13,7,47,16,16,18,10,149.72,0,0,4
34974,2023-09-13,3,68,20,20,33,17,50.47,0,0,4
34975,2023-09-13,11,73,11,11,14,11,33.95,0,0,3
34976,2023-09-13,4,85,7,7,8,6,151.89,0,0,7
34977,2023-09-13,19,74,21,2,2,20,31.16,0,1,4
34978,2023-09-13,8,94,7,7,11,8,203.53,0,0,4
34979,2023-09-13,1,115,17,17,28,22,27.13,0,0,3
34980,2023-09-13,13,3,17,17,31,24,8.62,0,0,7
34981,2023-09-13,7,72,21,21,32,20,52.32,0,0,5
34982,2023-09-13,18,141,26,25,25,24,35.9,0,1,10
34983,2023-09-13,10,137,9,9,12,12,44.92,0,0,2
34984,2023-09-13,12,2,19,19,31,35,7.19,0,0,7
34985,2023-09-13,2,8,29,29,40,37,9.21,1,0,4
34986,2023-09-13,12,13,24,24,33,29,8.6,0,0,3
34987,2023-09-13,19,148,17,17,34,30,28.51,0,0,5
34988,2023-09-13,10,100,2,2,14,12,92.14,0,0,7
34989,2023-09-13,16,92,11,4,4,10,222.13,0,1,4
34990,2023-09-13,14,76,17,17,24,19,64.5,0,0,7
34991,2023-09-13,5,92,6,6,14,9,222.13,0,0,7
34992,2023-09-13,15,147,12,9,9,10,51.8,0,1,10
34993,2023-09-13,14,149,23,23,44,30,20.82,0,0,2
34994,2023-09-13,14,123,30,26,26,34,14.33,0,1,2
34995,2023-09-13,18,129,36,30,30,38,28.65,1,1,2
34996,2023-09-13,10,49,3,3,8,6,315.6,0,0,2
34997,2023-09-13,17,43,6,6,11,7,214.85,0,0,10
34998,2023-09-13,13,69,6,6,12,14,68.4,1,0,5
34999,2023-09-13,7,6,41,41,58,49,7.0,0,0,10
35000,2023-09-13,16,12,35,35,75,46,5.42,0,0,10
35001,2023-09-13,12,50,3,3,4,3,742.68,0,0,2
35002,2023-09-13,14,120,19,19,27,23,38.37,0,0,2
35003,2023-09-13,6,97,20,20,21,18,67.27,0,0,3
35004,2023-09-13,8,11,39,39,52,43,2.04,0,0,4
35005,2023-09-13,10,116,19,19,19,20,15.55,0,0,2
35006,2023-09-13,8,85,7,7,7,7,151.89,0,0,5
35007,2023-09-13,15,61,26,13,13,24,14.08,1,1,3
35008,2023-09-13,5,95,17,17,19,19,77.7,0,0,10
35009,2023-09-13,13,23,22,21,21,22,14.31,0,1,10
35010,2023-09-13,5,109,17,17,25,19,33.6,0,0,7
35011,2023-09-13,2,117,11,11,23,16,35.91,1,0,10
35012,2023-09-13,5,58,36,30,30,32,15.48,0,1,3
35013,2023-09-13,11,13,19,19,24,21,8.6,0,0,10
35014,2023-09-13,5,18,60,60,79,82,2.25,0,0,5
35015,2023-09-13,14,36,5,5,5,6,649.85,0,0,2
35016,2023-09-13,13,115,13,13,24,14,27.13,0,0,5
35017,2023-09-13,1,101,18,18,47,23,24.31,0,0,5
35018,2023-09-13,1,32,6,5,5,8,690.52,0,1,5
35019,2023-09-13,7,8,35,35,43,45,10.84,0,0,5
35020,2023-09-13,17,150,13,13,26,17,56.66,1,0,7
35021,2023-09-13,16,2,45,45,51,50,7.19,0,0,4
35022,2023-09-13,2,20,17,14,14,17,14.31,0,1,2
35023,2023-09-13,3,32,8,8,9,7,690.52,0,0,10
35024,2023-09-13,19,130,23,23,27,27,44.66,1,0,3
35025,2023-09-13,12,6,30,30,40,32,7.0,0,0,10
35026,2023-09-13,19,48,9,7,7,7,694.43,0,1,4
35027,2023-09-13,5,31,6,6,10,7,512.26,0,0,10
35028,2023-09-13,4,94,5,5,7,7,203.53,0,0,5
35029,2023-09-13,10,40,7,7,9,7,334.04,0,0,4
35030,2023-09-13,6,56,17,16,16,16,83.55,0,1,5
35031,2023-09-13,10,12,29,29,35,34,5.42,0,0,4
35032,2023-09-13,6,109,22,22,37,27,33.6,0,0,5
35033,2023-09-13,2,5,16,14,14,16,12.3,0,1,7
35034,2023-09-13,6,144,17,17,19,23,52.24,0,0,2
35035,2023-09-13,8,34,7,6,6,10,123.2,0,1,3
35036,2023-09-13,10,133,18,9,9,16,56.26,0,1,2
35037,2023-09-13,18,56,13,13,25,18,83.55,0,0,4
35038,2023-09-13,13,101,13,13,15,14,24.31,0,0,10
35039,2023-09-13,16,110,16,16,32,24,44.57,0,0,4
35040,2023-09-13,18,58,17,17,33,30,15.48,0,0,3
35041,2023-09-13,9,26,6,6,7,7,176.9,0,0,2
35042,2023-09-13,16,126,19,19,36,25,27.25,0,0,10
35043,2023-09-13,8,124,17,17,25,18,41.51,0,0,4
35044,2023-09-13,19,104,14,14,22,19,36.93,0,0,4
35045,2023-09-13,5,9,38,38,52,40,11.76,0,0,7
35046,2023-09-13,8,135,12,12,14,14,64.88,0,0,10
35047,2023-09-13,4,82,11,9,9,7,118.83,0,1,5
35048,2023-09-13,5,47,10,10,13,12,149.72,0,0,10
35049,2023-09-13,9,113,19,14,14,16,51.64,0,1,10
35050,2023-09-13,15,121,9,9,9,13,29.32,0,0,5
35051,2023-09-13,14,126,25,25,29,27,27.25,0,0,3
35052,2023-09-13,13,31,4,4,4,4,512.26,0,0,3
35053,2023-09-13,4,80,14,14,22,15,25.36,0,0,3
35054,2023-09-13,4,98,11,9,9,8,97.17,0,1,5
35055,2023-09-13,12,140,7,7,10,13,63.63,0,0,10
35056,2023-09-13,9,97,18,18,19,12,67.27,0,0,4
35057,2023-09-13,1,114,26,26,27,22,32.89,0,0,2
35058,2023-09-13,15,109,19,13,13,22,28.56,1,1,5
35059,2023-09-13,2,56,9,9,12,9,83.55,0,0,2
35060,2023-09-13,9,12,24,24,26,35,5.42,0,0,7
35061,2023-09-13,16,93,17,12,12,8,232.25,0,1,3
35062,2023-09-13,5,68,19,18,18,18,50.47,0,1,7
35063,2023-09-13,10,45,15,15,16,15,59.46,0,0,2
35064,2023-09-13,4,27,3,3,7,3,526.9,0,0,4
35065,2023-09-13,9,82,9,8,8,10,118.83,0,1,2
35066,2023-09-13,15,99,10,10,17,10,67.39,0,0,5
35067,2023-09-13,17,97,11,11,12,14,67.27,0,0,3
35068,2023-09-13,16,16,50,50,50,52,7.66,1,0,2
35069,2023-09-13,1,72,12,12,24,23,52.32,0,0,4
35070,2023-09-13,11,51,12,12,16,12,43.84,0,0,2
35071,2023-09-13,5,10,50,50,74,58,3.45,0,0,2
35072,2023-09-13,6,27,8,8,9,8,526.9,0,0,5
35073,2023-09-14,18,53,27,18,18,18,33.74,0,1,3
35074,2023-09-14,18,47,16,15,15,11,149.72,0,1,5
35075,2023-09-14,16,64,18,18,44,17,41.66,0,0,5
35076,2023-09-14,20,82,18,15,15,13,118.83,0,1,10
35077,2023-09-14,10,74,17,17,19,14,31.16,0,0,5
35078,2023-09-14,14,119,18,18,21,31,21.71,0,0,10
35079,2023-09-14,14,91,14,14,17,16,185.45,1,0,4
35080,2023-09-14,1,7,36,36,45,40,8.88,0,0,4
35081,2023-09-14,9,113,14,14,16,13,51.64,0,0,7
35082,2023-09-14,11,68,10,10,10,12,50.47,0,0,3
35083,2023-09-14,7,148,18,18,23,24,28.51,0,0,4
35084,2023-09-14,9,90,6,6,10,9,191.13,0,0,2
35085,2023-09-14,12,72,8,8,20,15,52.32,0,0,3
35086,2023-09-14,11,123,12,12,14,18,14.33,0,0,3
35087,2023-09-14,4,82,9,9,11,9,118.83,0,0,4
35088,2023-09-14,15,4,14,8,8,18,13.19,0,1,7
35089,2023-09-14,12,51,13,10,10,12,43.84,0,1,2
35090,2023-09-14,16,15,42,42,76,58,4.59,0,0,2
35091,2023-09-14,1,112,12,12,19,22,55.64,0,0,5
35092,2023-09-14,1,53,17,17,23,24,33.74,0,0,2
35093,2023-09-14,9,43,6,6,8,8,214.85,0,0,5
35094,2023-09-14,1,25,27,22,22,28,14.08,0,1,4
35095,2023-09-14,15,140,5,5,20,8,63.63,0,0,7
35096,2023-09-14,20,11,87,87,136,117,1.73,1,0,2
35097,2023-09-14,20,134,25,25,45,37,34.09,1,0,4
35098,2023-09-14,12,24,25,25,40,25,13.34,0,0,7
35099,2023-09-14,8,107,36,36,70,31,9.66,1,0,4
35100,2023-09-14,10,80,23,14,14,15,25.36,0,1,5
35101,2023-09-14,7,117,21,21,30,20,42.25,0,0,5
35102,2023-09-14,15,111,18,18,23,18,15.84,0,0,10
35103,2023-09-14,15,71,7,5,5,9,66.28,0,1,4
35104,2023-09-14,2,109,11,11,13,16,33.6,0,0,7
35105,2023-09-14,18,33,10,10,16,11,237.21,0,0,4
35106,2023-09-14,3,51,10,10,22,18,43.84,0,0,7
35107,2023-09-14,5,32,9,8,8,8,690.52,0,1,3
35108,2023-09-14,11,106,6,6,18,12,48.25,0,0,5
35109,2023-09-14,4,124,12,12,14,11,41.51,0,0,7
35110,2023-09-14,16,30,8,8,9,8,478.98,0,0,10
35111,2023-09-14,15,128,13,11,11,11,45.9,0,1,10
35112,2023-09-14,13,42,5,5,8,7,129.34,0,0,5
35113,2023-09-14,10,75,12,12,13,16,54.26,0,0,10
35114,2023-09-14,7,83,23,23,59,32,17.27,0,0,2
35115,2023-09-14,11,108,12,12,21,15,19.01,0,0,3
35116,2023-09-14,4,101,9,9,17,12,24.31,0,0,10
35117,2023-09-14,5,107,36,36,51,33,11.36,0,0,2
35118,2023-09-14,17,4,25,25,36,23,13.19,0,0,4
35119,2023-09-14,17,118,12,12,26,27,30.85,1,0,2
35120,2023-09-14,13,89,5,5,10,5,222.77,0,0,10
35121,2023-09-14,13,6,29,29,55,31,5.95,1,0,10
35122,2023-09-14,11,109,13,13,16,13,33.6,0,0,3
35123,2023-09-14,13,2,21,21,32,29,7.19,0,0,4
35124,2023-09-14,20,28,7,7,11,9,372.16,0,0,5
35125,2023-09-14,15,3,16,16,20,27,8.62,0,0,7
35126,2023-09-14,7,150,10,10,18,15,66.66,0,0,7
35127,2023-09-14,17,36,4,4,4,4,649.85,0,0,2
35128,2023-09-14,4,42,8,7,7,6,129.34,0,1,10
35129,2023-09-14,19,80,23,23,39,28,25.36,0,0,3
35130,2023-09-14,17,89,12,7,7,8,222.77,0,1,10
35131,2023-09-14,5,21,32,32,39,35,12.61,0,0,7
35132,2023-09-14,12,70,10,10,23,13,32.8,0,0,2
35133,2023-09-14,2,65,10,10,16,9,46.58,0,0,5
35134,2023-09-14,5,134,17,17,27,23,40.11,0,0,7
35135,2023-09-14,6,16,34,34,42,38,9.01,0,0,5
35136,2023-09-14,17,128,15,12,12,15,45.9,0,1,3
35137,2023-09-14,16,116,23,23,30,33,15.55,0,0,4
35138,2023-09-14,11,150,7,7,15,8,66.66,0,0,5
35139,2023-09-14,3,23,35,35,40,27,14.31,0,0,7
35140,2023-09-14,6,100,13,13,17,17,92.14,0,0,2
35141,2023-09-14,17,71,11,11,13,10,66.28,0,0,3
35142,2023-09-14,13,121,14,12,12,14,29.32,0,1,7
35143,2023-09-14,3,98,17,17,22,27,82.59,1,0,7
